Event.Nr CDA.nSCR CDA.Latency CDA.AmpSum CDA.SCR CDA.ISCR CDA.PhasicMax CDA.Tonic TTP.nSCR TTP.Latency TTP.AmpSum Global.Mean Global.MaxDeflection Event.Name EmoId ExpId VideoId ParticipantId OverUnder Participant Sex Age Language RepId
169 1 3.687 0.1375 0.0098 0.4725 0.4777 2.6181 1 2.875 0.1324 2.6337 0.0441 33 disgust Un1 1344 001m24ee o 1 m 24 ee 3
170 2 1.312 0.0793 0.0059 0.2834 0.301 2.6456 0 NA 0 2.7192 0.0605 32 neutral Un1 1344 001m24ee o 1 m 24 ee 3
171 1 3.562 0.081 0.0075 0.3582 0.4778 2.6961 1 3.312 0.0449 2.861 0.0199 35 surprise Un1 1344 001m24ee o 1 m 24 ee 3
172 0 NA 0 0 0 0.0164 2.7379 0 NA 0 2.8047 0 30 happy Un1 1344 001m24ee o 1 m 24 ee 3
173 0 NA 0 0.0013 0.0623 0.1587 2.7556 0 NA 0 2.8903 0.02 29 anger Un1 1344 001m24ee o 1 m 24 ee 3
174 0 NA 0 5e-4 0.0256 0.0307 2.7631 0 NA 0 2.7982 0 31 sad Un1 1344 001m24ee o 1 m 24 ee 3
175 0 NA 0 1e-4 0.0034 0.0152 2.7644 0 NA 0 2.7735 0 34 fear Un1 1344 001m24ee o 1 m 24 ee 3
176 0 NA 0 0.0011 0.0515 0.0498 2.756 0 NA 0 2.7582 0.004 37 happy Un2 1344 001m24ee o 1 m 24 ee 4
177 0 NA 0 6e-4 0.0264 0.0221 2.7406 0 NA 0 2.7512 0 39 neutral Un2 1344 001m24ee o 1 m 24 ee 4
178 0 NA 0 0.001 0.0457 0.0878 2.7337 0 NA 0 2.7371 0.0094 38 sad Un2 1344 001m24ee o 1 m 24 ee 4
179 0 NA 0 0.0044 0.2115 0.3242 2.7546 0 NA 0 2.9926 0.033 40 disgust Un2 1344 001m24ee o 1 m 24 ee 4
180 0 NA 0 0.0011 0.0538 0.0599 2.7805 0 NA 0 2.8484 2e-4 42 surprise Un2 1344 001m24ee o 1 m 24 ee 4
181 0 NA 0 6e-4 0.0295 0.0264 2.7916 0 NA 0 2.8094 0 36 anger Un2 1344 001m24ee o 1 m 24 ee 4
182 0 NA 0 0.0011 0.0512 0.0282 2.7747 0 NA 0 2.7893 0 41 fear Un2 1344 001m24ee o 1 m 24 ee 4
183 2 1.438 0.0647 0.0083 0.3986 0.3818 2.7541 1 1.25 0.0589 2.7885 0.0569 31 sad Un1 1344 001m24ee o 1 m 24 ee 5
184 2 3 0.1576 0.0141 0.6772 0.3964 2.7827 1 1.938 0.159 2.8345 0.0921 30 happy Un1 1344 001m24ee o 1 m 24 ee 5
185 0 NA 0 0 0 0.0074 2.8259 0 NA 0 2.8935 0 29 anger Un1 1344 001m24ee o 1 m 24 ee 5
186 0 NA 0 4e-4 0.0172 0.0748 2.8362 0 NA 0 2.8718 0.0052 32 neutral Un1 1344 001m24ee o 1 m 24 ee 5
187 0 NA 0 0 0 0.0139 2.8324 0 NA 0 2.8436 1e-4 35 surprise Un1 1344 001m24ee o 1 m 24 ee 5
188 1 2.75 0.0143 0.0026 0.1241 0.1928 2.8174 1 2.5 0.0119 2.8265 0.0136 34 fear Un1 1344 001m24ee o 1 m 24 ee 5
189 1 2.5 0.0123 0.0016 0.0776 0.0589 2.812 0 NA 0 2.8293 0.0049 33 disgust Un1 1344 001m24ee o 1 m 24 ee 5
190 0 NA 0 8e-4 0.0406 0.0278 2.8081 0 NA 0 2.8174 0.0011 39 neutral Un2 1344 001m24ee o 1 m 24 ee 1
191 0 NA 0 0 0 0.0139 2.7991 0 NA 0 2.801 0 36 anger Un2 1344 001m24ee o 1 m 24 ee 1
192 0 NA 0 8e-4 0.0373 0.0294 2.7817 0 NA 0 2.7842 2e-4 42 surprise Un2 1344 001m24ee o 1 m 24 ee 1
193 1 3.625 0.018 0.0015 0.0735 0.1594 2.7594 1 3 0.019 2.7639 0.0102 40 disgust Un2 1344 001m24ee o 1 m 24 ee 1
194 0 NA 0 0.0056 0.2675 0.5383 2.7577 1 3 0.1938 2.7688 0.0218 37 happy Un2 1344 001m24ee o 1 m 24 ee 1
195 0 NA 0 4e-4 0.0172 0.0306 2.7781 0 NA 0 2.9148 0 38 sad Un2 1344 001m24ee o 1 m 24 ee 1
196 1 1.938 0.0187 0.0027 0.128 0.0996 2.8091 1 1.563 0.0132 2.8317 0.0134 41 fear Un2 1344 001m24ee o 1 m 24 ee 1
197 0 NA 0 0 0 0.0838 2.7987 0 NA 0 2.8025 0.0012 29 anger Un1 1344 001m24ee o 1 m 24 ee 2
198 0 NA 0 0.0013 0.0619 0.0535 2.7757 0 NA 0 2.8259 0.0015 31 sad Un1 1344 001m24ee o 1 m 24 ee 2
199 0 NA 0 0.001 0.0494 0.0343 2.7504 0 NA 0 2.7719 0 34 fear Un1 1344 001m24ee o 1 m 24 ee 2
200 1 2.125 0.0103 0.0018 0.084 0.0565 2.737 0 NA 0 2.7512 0.0034 30 happy Un1 1344 001m24ee o 1 m 24 ee 2
201 0 NA 0 5e-4 0.0243 0.026 2.7234 0 NA 0 2.742 0 35 surprise Un1 1344 001m24ee o 1 m 24 ee 2
202 0 NA 0 9e-4 0.0449 0.0193 2.7103 0 NA 0 2.7214 1e-4 33 disgust Un1 1344 001m24ee o 1 m 24 ee 2
203 0 NA 0 3e-4 0.0147 0.0134 2.6999 0 NA 0 2.7075 0 32 neutral Un1 1344 001m24ee o 1 m 24 ee 2
204 1 2.438 0.0124 0.0023 0.1088 0.0589 2.6909 0 NA 0 2.702 0.0075 37 happy Un2 1344 001m24ee o 1 m 24 ee 3
205 0 NA 0 1e-4 0.0033 0.0429 2.6814 0 NA 0 2.6903 1e-4 38 sad Un2 1344 001m24ee o 1 m 24 ee 3
206 0 NA 0 1e-4 0.0043 0.0107 2.6682 0 NA 0 2.6724 0 36 anger Un2 1344 001m24ee o 1 m 24 ee 3
207 0 NA 0 7e-4 0.0359 0.0395 2.6537 0 NA 0 2.6637 0.0028 40 disgust Un2 1344 001m24ee o 1 m 24 ee 3
208 0 NA 0 0.0013 0.0606 0.0685 2.6395 0 NA 0 2.6465 0.005 41 fear Un2 1344 001m24ee o 1 m 24 ee 3
209 0 NA 0 0.001 0.0492 0.2497 2.6235 1 3.313 0.0809 2.6323 0.0102 42 surprise Un2 1344 001m24ee o 1 m 24 ee 3
210 0 NA 0 0.005 0.2419 0.2413 2.6259 0 NA 0 2.7022 0.0392 39 neutral Un2 1344 001m24ee o 1 m 24 ee 3
211 0 NA 0 0 0 0.0227 2.6353 0 NA 0 2.6591 0 35 surprise Un1 1344 001m24ee o 1 m 24 ee 4
212 2 1.125 0.1516 0.0141 0.6748 0.5842 2.6508 0 NA 0 2.7541 0.1278 30 happy Un1 1344 001m24ee o 1 m 24 ee 4
213 0 NA 0 0.0016 0.0785 0.0481 2.6643 0 NA 0 2.7265 0 32 neutral Un1 1344 001m24ee o 1 m 24 ee 4
214 0 NA 0 6e-4 0.0272 0.0245 2.665 0 NA 0 2.6919 0 31 sad Un1 1344 001m24ee o 1 m 24 ee 4
215 1 2.125 0.0174 0.0041 0.1974 0.1223 2.6652 1 1 0.0975 2.6801 0.0283 33 disgust Un1 1344 001m24ee o 1 m 24 ee 4
216 0 NA 0 5e-4 0.0252 0.0393 2.6694 0 NA 0 2.7432 0 34 fear Un1 1344 001m24ee o 1 m 24 ee 4
217 0 NA 0 0 0 0 2.6755 0 NA 0 2.6942 0 29 anger Un1 1344 001m24ee o 1 m 24 ee 4
218 0 NA 0 2e-4 0.0106 0.009 2.6657 0 NA 0 2.6687 0 37 happy Un2 1344 001m24ee o 1 m 24 ee 5
219 0 NA 0 1e-4 0.0031 0.0127 2.645 0 NA 0 2.6454 0 42 surprise Un2 1344 001m24ee o 1 m 24 ee 5
220 0 NA 0 0 0 0.0494 2.6204 0 NA 0 2.6234 7e-4 39 neutral Un2 1344 001m24ee o 1 m 24 ee 5
221 0 NA 0 3e-4 0.0154 0.018 2.6074 0 NA 0 2.6166 0 41 fear Un2 1344 001m24ee o 1 m 24 ee 5
222 0 NA 0 0 0.0012 0.0082 2.5953 0 NA 0 2.5998 0 36 anger Un2 1344 001m24ee o 1 m 24 ee 5
223 0 NA 0 1e-4 0.004 0.0124 2.585 0 NA 0 2.5867 1e-4 40 disgust Un2 1344 001m24ee o 1 m 24 ee 5
224 1 3.625 0.0856 0.0078 0.3729 0.3092 2.5785 1 2.375 0.0894 2.5899 0.0381 38 sad Un2 1344 001m24ee o 1 m 24 ee 5
1 2 2.5 0.5853 0.0742 3.5606 3.5657 5.2301 1 2 0.4202 5.8667 0.4186 1 anger Ekm 1351 004f19ru o 4 f 19 ru 1
2 1 2.563 0.5366 0.0696 3.3411 3.0012 5.4181 1 1.938 0.4832 5.7185 0.4669 2 happy Ekm 1351 004f19ru o 4 f 19 ru 1
3 2 2.688 0.3009 0.0392 1.8811 1.5695 5.4473 1 2.188 0.2331 5.6673 0.2113 3 sad Ekm 1351 004f19ru o 4 f 19 ru 1
4 1 2.5 0.3072 0.0405 1.9456 1.6651 5.4748 1 2.188 0.172 5.8667 0.1718 4 neutral Ekm 1351 004f19ru o 4 f 19 ru 1
5 1 2.875 0.3007 0.0381 1.8308 1.5819 5.5033 1 2.188 0.2736 5.6447 0.2373 5 disgust Ekm 1351 004f19ru o 4 f 19 ru 1
6 0 NA 0 0.006 0.2869 0.3529 5.5066 0 NA 0 5.8941 0 6 fear Ekm 1351 004f19ru o 4 f 19 ru 1
7 1 3.688 0.0189 0.003 0.1419 0.199 5.4978 1 3.563 0.1977 5.5968 0.002 7 surprise Ekm 1351 004f19ru o 4 f 19 ru 1
8 1 2.5 0.0614 0.0081 0.3908 0.3237 5.4966 0 NA 0 5.6697 0.0083 5 disgust Ekm 1351 004f19ru o 4 f 19 ru 2
9 1 2 0.2798 0.0364 1.7464 1.5627 5.5129 1 1.5 0.2097 5.7719 0.2097 6 fear Ekm 1351 004f19ru o 4 f 19 ru 2
10 1 3.187 0.0805 0.0085 0.4058 0.399 5.4708 1 2.687 0.0801 5.4989 0.0415 2 happy Ekm 1351 004f19ru o 4 f 19 ru 2
11 0 NA 0 0 0 0.0981 5.3597 0 NA 0 5.3777 0 7 surprise Ekm 1351 004f19ru o 4 f 19 ru 2
12 0 NA 0 0 0 0 5.1853 0 NA 0 5.194 0 3 sad Ekm 1351 004f19ru o 4 f 19 ru 2
13 1 2.75 0.0975 0.0136 0.6535 0.3008 5.0737 0 NA 0 5.3062 1e-4 1 anger Ekm 1351 004f19ru o 4 f 19 ru 2
14 2 1.187 0.0213 0.0052 0.2486 0.0927 4.9441 0 NA 0 5.0704 0 4 neutral Ekm 1351 004f19ru o 4 f 19 ru 2
15 0 NA 0 0 0 0.2479 4.819 0 NA 0 4.8424 0 3 sad Ekm 1351 004f19ru o 4 f 19 ru 3
16 4 1.25 0.0812 0.0085 0.4086 0.1899 4.7989 0 NA 0 5.0597 0 2 happy Ekm 1351 004f19ru o 4 f 19 ru 3
17 1 3.375 0.0172 3e-4 0.0134 0.1319 4.8085 0 NA 0 4.827 7e-4 1 anger Ekm 1351 004f19ru o 4 f 19 ru 3
18 2 1.75 0.382 0.037 1.7746 1.0124 4.7483 1 1.125 0.3224 4.8637 0.214 4 neutral Ekm 1351 004f19ru o 4 f 19 ru 3
19 2 1.438 0.0268 0.0043 0.2057 0.1822 4.7356 0 NA 0 4.9052 0.001 7 surprise Ekm 1351 004f19ru o 4 f 19 ru 3
20 0 NA 0 0.0014 0.0671 0.12 4.5994 0 NA 0 4.6045 0.0018 5 disgust Ekm 1351 004f19ru o 4 f 19 ru 3
21 0 NA 0 0 0.0021 0.0231 4.446 0 NA 0 4.4695 0 6 fear Ekm 1351 004f19ru o 4 f 19 ru 3
22 3 1.563 0.0357 0.0045 0.2163 0.0914 4.3456 0 NA 0 4.4081 0 1 anger Ekm 1351 004f19ru o 4 f 19 ru 4
23 2 1.125 0.1679 0.0159 0.7613 0.6468 4.2774 0 NA 0 4.3978 0.1236 4 neutral Ekm 1351 004f19ru o 4 f 19 ru 4
24 0 NA 0 0.0061 0.2907 0.3208 4.28 0 NA 0 4.407 0.023 5 disgust Ekm 1351 004f19ru o 4 f 19 ru 4
25 0 NA 0 0 0 0.0092 4.2314 0 NA 0 4.2549 0 7 surprise Ekm 1351 004f19ru o 4 f 19 ru 4
26 0 NA 0 0.0105 0.5061 0.4152 4.1532 0 NA 0 4.2604 0.0809 2 happy Ekm 1351 004f19ru o 4 f 19 ru 4
27 0 NA 0 0.0022 0.1079 0.1485 4.1286 0 NA 0 4.1888 0 3 sad Ekm 1351 004f19ru o 4 f 19 ru 4
28 1 1.438 0.01 0.0027 0.1291 0.0624 4.113 0 NA 0 4.2088 0 6 fear Ekm 1351 004f19ru o 4 f 19 ru 4
29 0 NA 0 1e-4 0.0056 0.0162 4.0292 0 NA 0 4.0511 0 7 surprise Ekm 1351 004f19ru o 4 f 19 ru 5
30 2 2.187 0.0343 0.0046 0.2202 0.1345 3.9162 0 NA 0 3.9425 0.0033 2 happy Ekm 1351 004f19ru o 4 f 19 ru 5
31 0 NA 0 0 0 0.0103 3.8259 0 NA 0 3.8543 0 6 fear Ekm 1351 004f19ru o 4 f 19 ru 5
32 2 1.562 0.0573 0.0082 0.3944 0.2008 3.8308 0 NA 0 4.0151 3e-4 4 neutral Ekm 1351 004f19ru o 4 f 19 ru 5
33 1 3.312 0.025 0.0047 0.2258 0.13 3.8273 0 NA 0 3.9117 0 5 disgust Ekm 1351 004f19ru o 4 f 19 ru 5
34 0 NA 0 0 0 0.0078 3.7979 0 NA 0 3.8281 0 3 sad Ekm 1351 004f19ru o 4 f 19 ru 5
35 2 2.313 0.0619 0.0113 0.5427 0.4295 3.8911 0 NA 0 4.3764 0 1 anger Ekm 1351 004f19ru o 4 f 19 ru 5
36 2 1.312 0.0369 0.0059 0.2841 0.1908 4.0916 0 NA 0 4.206 0.0068 6 fear Ekm 1351 004f19ru o 4 f 19 ru 6
37 0 NA 0 0 0 0.0463 4.0947 0 NA 0 4.1029 0 2 happy Ekm 1351 004f19ru o 4 f 19 ru 6
38 1 3.875 0.2307 0.0181 0.8669 1.0677 4.0452 1 3 0.249 4.0684 0.0689 7 surprise Ekm 1351 004f19ru o 4 f 19 ru 6
39 1 2.5 0.2976 0.0398 1.9087 1.5958 4.125 0 NA 0 4.3855 0.2775 1 anger Ekm 1351 004f19ru o 4 f 19 ru 6
40 0 NA 0 0 0 0.0643 4.2247 0 NA 0 4.3373 0 4 neutral Ekm 1351 004f19ru o 4 f 19 ru 6
41 1 1.688 0.1343 0.0182 0.8731 0.6687 4.2366 1 1 0.1293 4.3187 0.1293 3 sad Ekm 1351 004f19ru o 4 f 19 ru 6
42 1 3.25 0.0218 0.0022 0.1061 0.1871 4.2106 1 3.25 0.0157 4.2497 0.005 5 disgust Ekm 1351 004f19ru o 4 f 19 ru 6
43 1 1.938 0.4923 0.0704 3.379 3.2455 4.6661 1 1.313 0.613 5.0475 0.507 11 neutral Ver 1351 004f19ru o 4 f 19 ru 1
44 3 1 0.2341 0.0284 1.3629 0.8741 4.9804 1 1.812 0.1638 5.2265 0.1517 14 surprise Ver 1351 004f19ru o 4 f 19 ru 1
45 1 2.563 0.3984 0.0517 2.4811 2.2626 5.0939 1 1.938 0.3868 5.275 0.3728 12 disgust Ver 1351 004f19ru o 4 f 19 ru 1
46 1 1.687 0.3889 0.0447 2.1475 2.5003 5.1424 0 NA 0 5.5368 0.3522 8 anger Ver 1351 004f19ru o 4 f 19 ru 1
47 1 2 0.1193 0.0194 0.9298 0.8727 5.3007 1 1.938 0.0182 5.8127 0.0182 13 fear Ver 1351 004f19ru o 4 f 19 ru 1
48 1 1.562 0.0448 0.0091 0.4357 0.4446 5.5951 0 NA 0 5.9052 0.0024 9 happy Ver 1351 004f19ru o 4 f 19 ru 1
49 1 3.563 0.0104 0 0 0.386 5.718 0 NA 0 6.3185 0 10 sad Ver 1351 004f19ru o 4 f 19 ru 1
50 3 1.25 0.4211 0.053 2.544 1.5267 5.7623 1 2.063 0.5149 6.0849 0.2606 8 anger Ver 1351 004f19ru o 4 f 19 ru 2
51 2 2.125 0.6329 0.0758 3.6384 3.6673 5.9078 1 2.875 0.5032 6.3687 0.3141 11 neutral Ver 1351 004f19ru o 4 f 19 ru 2
52 1 3.125 0.0256 0.0015 0.0712 0.2065 6.1743 0 NA 0 6.6758 9e-4 12 disgust Ver 1351 004f19ru o 4 f 19 ru 2
53 1 2.313 0.3872 0.0499 2.3951 2.2255 6.2898 1 1.625 0.357 6.5209 0.357 9 happy Ver 1351 004f19ru o 4 f 19 ru 2
54 1 2 0.36 0.0466 2.2379 2.1003 6.2644 1 1.437 0.303 6.5256 0.303 13 fear Ver 1351 004f19ru o 4 f 19 ru 2
55 2 2.5 0.1037 0.0114 0.5487 0.3961 6.2113 0 NA 0 6.5705 0 14 surprise Ver 1351 004f19ru o 4 f 19 ru 2
56 0 NA 0 0.0012 0.058 0.0509 6.157 0 NA 0 6.258 0 10 sad Ver 1351 004f19ru o 4 f 19 ru 2
57 1 2.313 0.0379 0.0057 0.2742 0.2219 6.0442 0 NA 0 6.0572 0.0094 14 surprise Ver 1351 004f19ru o 4 f 19 ru 3
58 2 2.25 0.0388 0.008 0.3828 0.2025 5.8766 0 NA 0 5.9353 0.0048 11 neutral Ver 1351 004f19ru o 4 f 19 ru 3
59 0 NA 0 0 0 0 5.7457 0 NA 0 5.7891 0 9 happy Ver 1351 004f19ru o 4 f 19 ru 3
60 3 1.188 0.1218 0.0128 0.6141 0.3421 5.7168 0 NA 0 5.9435 0.002 8 anger Ver 1351 004f19ru o 4 f 19 ru 3
61 0 NA 0 7e-4 0.0359 0.0713 5.7134 0 NA 0 5.7651 0 10 sad Ver 1351 004f19ru o 4 f 19 ru 3
62 0 NA 0 0 0 0.0455 5.5817 0 NA 0 5.6093 0 12 disgust Ver 1351 004f19ru o 4 f 19 ru 3
63 2 1.5 0.4734 0.056 2.6884 1.6246 5.5168 0 NA 0 5.8047 0.4069 13 fear Ver 1351 004f19ru o 4 f 19 ru 3
64 1 3.375 0.2417 0.0253 1.2128 1.2295 5.655 1 2.875 0.1939 5.8418 0.117 8 anger Ver 1351 004f19ru o 4 f 19 ru 4
65 2 2.187 0.0379 0.005 0.2421 0.1158 5.6908 0 NA 0 5.9359 0 12 disgust Ver 1351 004f19ru o 4 f 19 ru 4
66 1 1.688 0.0102 0.0012 0.0576 0.1005 5.6002 0 NA 0 5.6387 0 9 happy Ver 1351 004f19ru o 4 f 19 ru 4
67 2 1.875 0.0569 0.008 0.3851 0.2077 5.4927 1 1.437 0.0146 5.549 0.0153 11 neutral Ver 1351 004f19ru o 4 f 19 ru 4
68 0 NA 0 2e-4 0.0101 0.0196 5.3976 0 NA 0 5.4448 0 13 fear Ver 1351 004f19ru o 4 f 19 ru 4
69 0 NA 0 0.002 0.0951 0.0666 5.29 0 NA 0 5.2962 0 10 sad Ver 1351 004f19ru o 4 f 19 ru 4
70 1 1.875 0.0254 0.0034 0.1646 0.0902 5.1598 0 NA 0 5.1849 0 14 surprise Ver 1351 004f19ru o 4 f 19 ru 4
71 0 NA 0 0.0018 0.0841 0.0595 5.046 0 NA 0 5.0664 0 9 happy Ver 1351 004f19ru o 4 f 19 ru 5
72 1 2.438 0.0109 0.0035 0.1694 0.073 4.9281 0 NA 0 4.9581 0 10 sad Ver 1351 004f19ru o 4 f 19 ru 5
73 1 3.687 0.355 0.0313 1.5039 1.5144 4.8417 1 2.687 0.4336 4.867 0.1556 8 anger Ver 1351 004f19ru o 4 f 19 ru 5
74 2 1.25 0.0313 0.0043 0.2079 0.145 4.9356 0 NA 0 5.124 1e-4 13 fear Ver 1351 004f19ru o 4 f 19 ru 5
75 0 NA 0 0 0 0.0241 4.9671 0 NA 0 4.9774 0 11 neutral Ver 1351 004f19ru o 4 f 19 ru 5
76 0 NA 0 1e-4 0.0043 0.012 4.8512 0 NA 0 4.8536 0 12 disgust Ver 1351 004f19ru o 4 f 19 ru 5
77 0 NA 0 0.0012 0.0572 0.0346 4.7444 0 NA 0 4.763 0 14 surprise Ver 1351 004f19ru o 4 f 19 ru 5
78 0 NA 0 2e-4 0.0102 0.0304 4.663 0 NA 0 4.6763 0 12 disgust Ver 1351 004f19ru o 4 f 19 ru 6
79 1 3.375 0.0172 0.0024 0.1151 0.0997 4.6202 0 NA 0 4.642 0.0027 14 surprise Ver 1351 004f19ru o 4 f 19 ru 6
80 0 NA 0 0 0 0.0129 4.5753 0 NA 0 4.5843 0 9 happy Ver 1351 004f19ru o 4 f 19 ru 6
81 0 NA 0 0 0.0021 0.01 4.4895 0 NA 0 4.4894 0 11 neutral Ver 1351 004f19ru o 4 f 19 ru 6
82 1 3.938 0.1953 0.0098 0.4697 0.8056 4.3987 1 3.25 0.1984 4.4012 0.0335 8 anger Ver 1351 004f19ru o 4 f 19 ru 6
83 1 2.875 0.1297 0.0174 0.8345 0.6294 4.4168 1 2.313 0.106 4.54 0.0852 13 fear Ver 1351 004f19ru o 4 f 19 ru 6
84 0 NA 0 3e-4 0.0129 0.015 4.4451 0 NA 0 4.4986 0 10 sad Ver 1351 004f19ru o 4 f 19 ru 6
85 2 2.125 0.3078 0.0388 1.86 2.1141 4.8553 1 1.687 0.2551 5.4624 0.2551 16 happy Ov1 1351 004f19ru o 4 f 19 ru 1
86 1 2.75 0.6618 0.0861 4.1324 2.8772 5.2085 1 1.813 0.667 5.3979 0.6145 15 anger Ov1 1351 004f19ru o 4 f 19 ru 1
87 1 2.5 0.21 0.0274 1.3128 1.2292 5.4818 1 2 0.1503 5.733 0.1495 18 neutral Ov1 1351 004f19ru o 4 f 19 ru 1
88 1 3.437 0.3208 0.0346 1.6616 1.6167 5.5581 1 2.187 0.3208 5.6041 0.1857 17 sad Ov1 1351 004f19ru o 4 f 19 ru 1
89 0 NA 0 0 0 0.0264 5.3787 0 NA 0 5.4151 0 21 surprise Ov1 1351 004f19ru o 4 f 19 ru 1
90 1 2.938 0.8428 0.1081 5.1886 4.1997 5.4233 1 2.188 0.8441 5.7165 0.7148 19 disgust Ov1 1351 004f19ru o 4 f 19 ru 1
91 1 2.563 0.6115 0.0785 3.769 3.6997 5.6654 1 2 0.5976 6.0013 0.5781 20 fear Ov1 1351 004f19ru o 4 f 19 ru 1
92 2 2.25 0.54990000000000006 0.0698 3.352 2.8189 6.0324 1 1.75 0.3794 6.6554 0.3787 24 sad Ov2 1351 004f19ru o 4 f 19 ru 2
93 2 1.75 0.0609 0.0088 0.4205 0.3079 6.2352 0 NA 0 6.4196 0.0036 28 surprise Ov2 1351 004f19ru o 4 f 19 ru 2
94 1 2.375 0.5117 0.0654 3.1397 2.0175 6.0408 1 1.687 0.4847 6.2002 0.4365 27 fear Ov2 1351 004f19ru o 4 f 19 ru 2
95 1 2.562 0.035 0.0051 0.2434 0.1801 6.1259 0 NA 0 6.3903 0 23 happy Ov2 1351 004f19ru o 4 f 19 ru 2
96 1 2.75 0.6431 0.0808 3.8767 2.7037 6.0677 1 2 0.6411 6.2127 0.5323 22 anger Ov2 1351 004f19ru o 4 f 19 ru 2
97 1 3.437 0.0121 0.0031 0.1502 0.0967 6.2836 0 NA 0 6.6293 0 25 neutral Ov2 1351 004f19ru o 4 f 19 ru 2
98 1 2.125 0.0196 0.0032 0.1522 0.1823 6.2521 0 NA 0 6.2625 0.0012 26 disgust Ov2 1351 004f19ru o 4 f 19 ru 2
99 1 2.5 0.2214 0.0292 1.4012 0.9939 6.1445 1 2 0.1156 6.4109 0.1143 15 anger Ov1 1351 004f19ru o 4 f 19 ru 3
100 1 2.687 0.7917 0.0987 4.7369 3.4916 6.1592 1 2 0.7394 6.5181 0.6242 21 surprise Ov1 1351 004f19ru o 4 f 19 ru 3
101 1 2.313 0.4014 0.0517 2.4816 1.583 6.2557 1 1.688 0.1939 6.8613 0.1939 20 fear Ov1 1351 004f19ru o 4 f 19 ru 3
102 1 2.062 0.1986 0.0259 1.2437 1.2025 6.4867 1 1.875 0.0729 7.0947 0.0729 16 happy Ov1 1351 004f19ru o 4 f 19 ru 3
103 0 NA 0 0.0023 0.1093 0.087 6.6391 0 NA 0 6.8968 0 17 sad Ov1 1351 004f19ru o 4 f 19 ru 3
104 1 2.188 0.5998 0.0786 3.7742 3.3014 6.7188 1 1.563 0.5874 7.1385 0.586 19 disgust Ov1 1351 004f19ru o 4 f 19 ru 3
105 2 1.562 0.0305 0.0073 0.3499 1.1788 6.8608 0 NA 0 7.4273 0.0986 18 neutral Ov1 1351 004f19ru o 4 f 19 ru 3
106 1 2.437 0.1449 0.0191 0.9176 0.7405 6.9137 1 2.125 0.077 7.1196 0.0769 27 fear Ov2 1351 004f19ru o 4 f 19 ru 4
107 1 2.875 0.0504 0.0073 0.3524 0.264 6.9125 0 NA 0 7.0126 0.0085 28 surprise Ov2 1351 004f19ru o 4 f 19 ru 4
108 1 2 0.1206 0.0162 0.7767 0.5954 6.8606 1 1.562 0.0707 6.9604 0.0712 22 anger Ov2 1351 004f19ru o 4 f 19 ru 4
109 1 3.813 0.0145 0.0026 0.1227 0.1336 6.7923 0 NA 0 6.8614 3e-4 24 sad Ov2 1351 004f19ru o 4 f 19 ru 4
110 1 2.25 0.2395 0.0372 1.7873000000000001 1.3579 6.7412 1 1.688 0.2565 6.9535 0.1981 23 happy Ov2 1351 004f19ru o 4 f 19 ru 4
111 0 NA 0 6e-4 0.0273 0.0444 6.7583 0 NA 0 6.947 0 25 neutral Ov2 1351 004f19ru o 4 f 19 ru 4
112 0 NA 0 0.0036 0.1746 0.8073 6.789 0 NA 0 7.1042 0.1121 26 disgust Ov2 1351 004f19ru o 4 f 19 ru 4
113 1 2.625 0.4496 0.0579 2.7771 2.2004 6.8061 1 1.938 0.4181 7.0158 0.383 20 fear Ov1 1351 004f19ru o 4 f 19 ru 5
114 0 NA 0 6e-4 0.028 0.0367 6.824 0 NA 0 7.0506 0 21 surprise Ov1 1351 004f19ru o 4 f 19 ru 5
115 1 2.375 0.2289 0.0298 1.4314 1.2238 6.8325 1 1.688 0.1896 6.9898 0.1888 15 anger Ov1 1351 004f19ru o 4 f 19 ru 5
116 1 3.812 0.1033 0.0085 0.4088 0.606 6.8135 1 3.437 0.0683 6.9138 0.0192 16 happy Ov1 1351 004f19ru o 4 f 19 ru 5
117 2 2.063 0.5632 0.069 3.3124 2.2906 6.8077 1 1.438 0.5286 7.0226 0.4954 18 neutral Ov1 1351 004f19ru o 4 f 19 ru 5
118 1 1.937 0.0116 0.0038 0.1835 0.3605 6.8284 0 NA 0 7.1611 0.0028 17 sad Ov1 1351 004f19ru o 4 f 19 ru 5
119 1 2.75 0.0695 0.0092 0.4393 0.3738 6.8395 1 2.5 0.0263 6.938 0.0262 19 disgust Ov1 1351 004f19ru o 4 f 19 ru 5
120 0 NA 0 0 0 0.0121 6.7914 0 NA 0 6.8366 0 22 anger Ov2 1351 004f19ru o 4 f 19 ru 1
121 0 NA 0 0.0048 0.2299 0.3424 6.7315 0 NA 0 6.8549 0.0496 27 fear Ov2 1351 004f19ru o 4 f 19 ru 1
122 2 2.062 0.1583 0.0204 0.9788 0.6566 6.7186 1 1.875 0.0283 7.0444 0.0286 24 sad Ov2 1351 004f19ru o 4 f 19 ru 1
123 0 NA 0 9e-4 0.0454 0.0674 6.7317 0 NA 0 6.8644 0 26 disgust Ov2 1351 004f19ru o 4 f 19 ru 1
124 1 2.813 0.1707 0.0199 0.9567 0.8044 6.7276 1 2.25 0.1688 6.7658 0.1311 25 neutral Ov2 1351 004f19ru o 4 f 19 ru 1
